TaxpayerId,FullName,INN,TotalIncome,TotalTransactions,TotalTax
151,Гришин Кондратий Владиленович,100000000150,380893.88,185.93796,16730.15
152,Шашков Тихон Максимовна,100000000151,333737.66,167.52193,15888.554
153,Елисеев Юлий Филипповна,100000000152,282411.75,160.04198,15467.05
154,Суханова Стоян Августович,100000000153,645987.3,312.20663,30893.508
155,Ефимова Фадей Ефимович,100000000154,403399.53,202.03358,18610.174
156,Белозерова Вероника Бориславович,100000000155,403218.6,200.33891,18610.174
157,Мясникова Всеволод Евсеевич,100000000156,690029.3,335.7539,34534.062
158,Жуков Вацлав Петровна,100000000157,474113.62,228.7753,23370.662
159,Титова Герман Егорович,100000000158,699745.6,340.2224,36681.746
160,Воронцов Эрнест Глебович,100000000159,403218.6,200.33891,18610.174
161,Рыбакова Мефодий Гертрудович,100000000160,400597.6,194.61325,19731.027
162,Афанасьева Алевтина Евсеевич,100000000161,730397.56,349.4237,35476.88
163,Морозова Селиван Димитриевич,100000000162,451328.53,236.70114,24043.342
164,Щукина Антонин Бенедиктович,100000000163,517886.5,244.52783,24795.91
165,Калинина Панфил Яковлевна,100000000164,381370.56,184.59793,17290.209
166,Жданов Аникей Ааронович,100000000165,382509.88,200.71832,19890.613
167,Харитонов Ульяна Васильевич,100000000166,318745.4,164.08688,17898.186
168,Петухова Каллистрат Владиславович,100000000167,304897.72,155.02573,12992.594
169,Селезнева Пров Афанасьевна,100000000168,820916.8,381.748,40319.508
170,Кудряшова Парфен Артемовна,100000000169,306019.84,166.26706,17658.78
171,Соколов Вениамин Артемьевич,100000000170,303977.6,148.89738,13718.398
172,Сысоева Зоя Вилорович,100000000171,454988.56,237.5759,23634.719
173,Андреева Анатолий Исидорович,100000000172,486008.2,224.22688,24328.49
174,Пономарева Устин Виленович,100000000173,403218.6,200.33891,18610.174
175,Самойлов Владимир Анатольевич,100000000174,555526.1,275.4897,27505.5
176,Горбачев Михаил Тимуровна,100000000175,474113.62,228.7753,23370.662
177,Меркушева Андрон Ильясович,100000000176,653941.44,302.98004,32950.598
178,Гаврилов Елена Денисович,100000000177,390433.28,211.41823,21599.74
179,Ефимова Варфоломей Ильич,100000000178,484699.88,222.04977,24383.395
180,Логинова Федот Устинович,100000000179,698551.5,318.95798,33262.656
181,Лыткина Якуб Робертовна,100000000180,395524.5,209.47063,21895.031
182,Никифоров Изот Владиславович,100000000181,641545.75,305.41867,31621.727
183,Турова Демьян Фадеевич,100000000182,348967.88,167.3524,17084.744
184,Васильев Денис Оскаровна,100000000183,452025.12,227.84439,21142.732
185,Уварова Мариан Станиславовна,100000000184,429695.94,197.72035,20391.307
186,Доронина Остап Феликсовна,100000000185,277442.28,157.70029,16297.449
187,Денисова Нина Харитоновна,100000000186,341128.84,168.75314,16851.68
188,Чернов Карл Владиленович,100000000187,364537.66,184.93817,15822.139
189,Моисеева Клавдия Борисович,100000000188,303977.6,148.89738,13718.398
190,Фадеев Андрей Харитонович,100000000189,529865.44,258.9551,23067.191
191,Зуев Евстигней Эльдаровна,100000000190,341440.62,185.7853,20039.967
192,Самойлова Родион Иларионович,100000000191,910053.4,418.5884,45678.312
193,Костин Зосима Давидович,100000000192,634758.94,303.78763,30742.42
194,Васильев Василиса Георгиевич,100000000193,986038.4,456.44,49443.58
195,Лаврентьев Максим Елисеевич,100000000194,616938.56,311.77704,33016.945
196,Ситникова Архип Сергеевна,100000000195,341259.7,184.21935,20039.967
197,Наумов Милий Ефимовна,100000000196,403218.6,200.33891,18665.078
198,Волкова Нифонт Кузьминична,100000000197,606961.4,288.88617,29208.467
199,Рогова Терентий Игнатович,100000000198,395524.5,209.47063,21895.031
200,Мясникова Алексей Валентинович,100000000199,517886.5,244.52783,24795.91
201,Гуляева Казимир Вячеславович,100000000200,452366.44,218.23715,23090.352
202,Герасимова Капитон Алексеевич,100000000201,452025.12,227.84439,21142.732
203,Рябов Эдуард Феодосьевич,100000000202,352597.97,168.88765,16567.451
204,Пахомов Надежда Тарасовна,100000000203,304897.72,155.02573,12992.594
205,Исаев Поликарп Вячеславовна,100000000204,820916.8,381.748,40319.508
206,Соловьева Виктор Теймуразович,100000000205,402947.2,190.07991,19628.21
207,Бирюкова Флорентин Геннадиевич,100000000206,253398.28,132.75745,15351.94
208,Панфилов Аникей Мироновна,100000000207,454988.56,237.5759,23634.719
209,Уваров Август Александровна,100000000208,403399.53,202.03358,18610.174
210,Уварова Тимофей Леоновна,100000000209,484699.88,222.04977,24328.49
211,Суворова Оксана Оскаровна,100000000210,690029.3,335.7539,34534.062
212,Громова Евсей Иосифович,100000000211,986038.4,456.44,49443.58
213,Самойлов Архип Кирилловна,100000000212,653941.44,302.98004,32950.598
214,Князева Максимильян Григорьевна,100000000213,515909.16,253.3026,25776.49
215,Исаев Вероника Валерьевич,100000000214,484699.88,222.04977,24383.395
216,Суворова Ладимир Юльевич,100000000215,646308.25,321.74756,33378.06
217,Орехов Галина Устинович,100000000216,395524.5,209.47063,21895.031
218,Лапин Олимпий Матвеевна,100000000217,559219.3,276.01852,28355.121
219,Капустин Фадей Валерьянович,100000000218,420421.38,192.14075,21849.916
220,Блинов Пантелеймон Кирилловна,100000000219,313092.22,166.4273,19350.248
221,Лихачева Натан Кузьминична,100000000220,832313.75,373.681,39686.203
222,Галкина Демид Георгиевна,100000000221,304897.72,155.02573,12992.594
223,Сорокина Ладислав Трофимович,100000000222,380902.75,198.77501,20477.994
224,Ковалева Август Ефимьевич,100000000223,364537.66,184.93817,15822.139
225,Дроздов Епифан Феликсович,100000000224,387198.56,194.218,19750.074
226,Кириллова Фока Вячеславовна,100000000225,645987.3,312.20663,30893.508
227,Миронова Любим Фролович,100000000226,391304.5,213.29294,21599.74
228,Доронин Пров Константиновна,100000000227,515909.16,253.3026,25776.49
229,Котов Сократ Харламович,100000000228,690029.3,335.7539,34534.062
230,Костина Нина Власович,100000000229,409515.88,218.0642,23113.387
231,Александрова Борислав Еремеевич,100000000230,1143917.9,513.66425,56551.96
232,Зайцева Вероника Евгеньевна,100000000231,515909.16,253.3026,25776.49
233,Белоусова Марк Бенедиктович,100000000232,400597.6,194.61325,19731.027
234,Нестерова Полина Данилович,100000000233,1267532.8,546.62213,62305.676
235,Фомина Леонид Давидович,100000000234,451399.62,221.28334,22773.299
236,Калашникова Евстафий Виленович,100000000235,517886.5,244.52783,24795.91
237,Васильев Аникита Демьянович,100000000236,381370.56,184.59793,17290.209
238,Селиверстов Юлиан Святославовна,100000000237,418317.72,195.6664,20723.08
239,Куликов Ратибор Фёдорович,100000000238,352597.97,168.88765,16567.451
240,Евсеева Агафья Вадимовна,100000000239,304897.72,155.02573,12992.594
241,Колесников Майя Матвеевна,100000000240,453549.7,218.97838,22599.266
242,Комиссаров Серафим Трифонович,100000000241,333737.66,167.52193,15888.554
243,Мартынов Гедеон Ивановна,100000000242,362443.44,167.10008,17501.365
244,Власова Аверкий Рубеновна,100000000243,519017.25,270.3164,26747.412
245,Кононова Ульяна Борисович,100000000244,441504.7,229.82884,23752.11
246,Савина Парамон Гурьевич,100000000245,403218.6,200.33891,18610.174
247,Казаков Ирина Ярославович,100000000246,551880.8,295.67206,29188.68
248,Гущин Антип Анатольевна,100000000247,473062.03,239.19705,21528.568
249,Чернов Виталий Филиппович,100000000248,616938.56,311.77704,33016.945
250,Федотов Ростислав Кирилловна,100000000249,484699.88,222.04977,24328.49
251,Михайлова Федот Владиславовна,100000000250,910053.4,418.5884,45733.22
252,Калашников Раиса Феофанович,100000000251,646308.25,321.74756,33378.06
253,Крылова Маргарита Юльевич,100000000252,395524.5,209.47063,21895.031
254,Красильников Трофим Филатович,100000000253,504476.47,257.5357,26719.525
255,Зыкова Гордей Петровна,100000000254,348967.88,167.3524,17084.744
256,Дементьева Савелий Филимонович,100000000255,452025.12,227.84439,21142.732
257,Михеев Полина Денисович,100000000256,318745.4,164.08688,17898.186
258,Крюкова Алина Елизарович,100000000257,279014.53,136.39034,14734.159
259,Наумова Элеонора Александровна,100000000258,341128.84,168.75314,16851.68
260,Лыткин Ярослав Демидович,100000000259,364537.66,184.93817,15822.139
261,Хохлов Потап Артемьевич,100000000260,323552.06,171.96869,16276.471
262,Савельева Конон Данилович,100000000261,1089436.2,492.9201,53337.21
263,Некрасов Марк Жоресович,100000000262,391304.5,213.29294,21599.74
264,Корнилова Тимур Артурович,100000000263,400597.6,194.61325,19676.123
265,Егоров Георгий Даниилович,100000000264,549748.7,277.41763,26028.482
266,Комиссаров Ираида Витальевич,100000000265,464361.2,241.99016,25234.73
267,Кудряшова Ермил Арсенович,100000000266,616938.56,311.77704,33016.945
268,Никонов Орест Игнатович,100000000267,910053.4,418.5884,45678.312
269,Киселева Рубен Фёдорович,100000000268,341259.7,184.21935,20094.871
270,Ильин Елисей Федосеевич,100000000269,646308.25,321.74756,33378.06
271,Гуляев Ульяна Владимировна,100000000270,564998.8,279.97266,28947.387
272,Фомичева Ирина Адамович,100000000271,559219.3,276.01852,28355.121
273,Зиновьева Таисия Вадимовна,100000000272,348967.88,167.3524,17084.744
274,Мишин Самсон Абрамович,100000000273,844553.3,386.7969,41141.266
275,Бурова Милован Ефимович,100000000274,390194.4,197.70255,20711.191
276,Лобанова Никита Федосеевич,100000000275,279014.53,136.39034,14734.159
277,Комарова Ольга Оскаровна,100000000276,341128.84,168.75314,16851.68
278,Андреева Эраст Гурьевич,100000000277,824116.75,382.2586,39832.02
279,Туров Ефим Егорович,100000000278,323552.06,171.96869,16276.471
280,Уваров Святослав Аксёнович,100000000279,565161.8,286.89148,29645.924
281,Гуляев Мартын Кузьминична,100000000280,403399.53,202.03358,18610.174
282,Щербакова Онуфрий Наумовна,100000000281,390433.28,211.41823,21599.74
283,Суханов Руслан Валерьянович,100000000282,549748.7,277.41763,26028.482
284,Федотова Творимир Адрианович,100000000283,519926.75,261.81836,27931.377
285,Дьячкова Никодим Вениаминовна,100000000284,502917.22,259.78934,27076.316
286,Алексеева Вероника Адрианович,100000000285,441323.75,228.12006,23752.11
287,Сергеев Ангелина Федотович,100000000286,515909.16,253.3026,25831.396
288,Дорофеев Роман Гавриилович,100000000287,606961.4,288.88617,29208.467
289,Комаров Казимир Тарасович,100000000288,522117.56,248.82172,26933.031
290,Лапин Еремей Филиппович,100000000289,559219.3,276.01852,28355.121
291,Лапин Мартын Романовна,100000000290,452366.44,218.23715,23090.352
292,Шарова Натан Елисеевич,100000000291,452025.12,227.84439,21142.732
293,Лобанова Пантелеймон Димитриевич,100000000292,344553.2,186.73755,19515.758
294,Шубина Болеслав Харитонович,100000000293,747524.44,354.43518,36438.008
295,Петров Пелагея Аскольдовна,100000000294,380902.75,198.77501,20477.994
296,Орлов Милий Давидович,100000000295,824116.75,382.2586,39832.02
297,Маркова Архип Семеновна,100000000296,253398.28,132.75745,15351.94
298,Субботина Антонина Анатольевич,100000000297,600657.4,280.94797,28708.387
299,Лукина Амвросий Денисович,100000000298,516090.1,253.98155,25776.49
300,Власов Адриан Григорьевна,100000000299,400597.6,194.61325,19676.123
301,Тимофеев Изяслав Валерьянович,100000000300,555526.1,275.4897,27505.5
302,Блохин Глафира Валентинович,100000000301,986038.4,456.44,49443.58
303,Алексеева Ерофей Фролович,100000000302,699745.6,340.2224,36681.746
304,Родионова Исай Святославовна,100000000303,390433.28,211.41823,21599.74
305,Зиновьев Гурий Вячеславовна,100000000304,910053.4,418.5884,45733.22
306,Фролова Ольга Никифоровна,100000000305,698551.5,318.95798,33262.656
307,Данилов Элеонора Эльдаровна,100000000306,964492.75,449.38098,48099.04
308,Большаков Леонтий Борисович,100000000307,641545.75,305.41867,31621.727
309,Королева Александр Ефстафьевич,100000000308,383249.38,202.0569,20080.914
310,Захарова Евпраксия Матвеевич,100000000309,345758.5,186.04741,18180.395
311,Евсеев Людмила Герасимович,100000000310,451873.88,219.57736,21578.885
312,Алексеев Христофор Львовна,100000000311,277442.28,157.70029,16297.449
313,Зимина Агата Демьянович,100000000312,380893.88,185.93796,16730.15
314,Ершов Ирина Сергеевна,100000000313,364537.66,184.93817,15822.139
315,Елисеев Елизавета Валериевна,100000000314,291059.6,141.37778,14517.019
316,Калашникова Виссарион Тимуровна,100000000315,519017.25,270.3164,26747.412
317,Степанова Юлия Анатольевич,100000000316,486008.2,224.22688,24328.49
318,Шубин Твердислав Федотович,100000000317,910053.4,418.5884,45678.312
319,Коновалова Моисей Арсеньевич,100000000318,549748.7,277.41763,26028.482
320,Петрова Анжелика Измаилович,100000000319,986038.4,456.44,49443.58
321,Козлов Пантелеймон Юльевна,100000000320,1143917.9,513.66425,56551.96
322,Смирнова Вацлав Феликсович,100000000321,484699.88,222.04977,24328.49
323,Фокина Митофан Евгеньевна,100000000322,515909.16,253.3026,25831.396
324,Константинова Родион Мироновна,100000000323,1267532.8,546.62213,62305.676
325,Тимофеев Платон Вячеславович,100000000324,451328.53,236.70114,24043.342
326,Емельянова Станимир Захаровна,100000000325,595381.56,272.55786,28808.049
327,Потапов Яков Филипповна,100000000326,381370.56,184.59793,17290.209
328,Самойлова Тимофей Степановна,100000000327,382509.88,200.71832,19890.613
329,Меркушев Рубен Феодосьевич,100000000328,832313.75,373.681,39686.203
330,Муравьева Наина Вениаминовна,100000000329,279014.53,136.39034,14734.159
331,Беляков Любомир Демьянович,100000000330,406738.62,192.42336,20978.402
332,Зимина Боян Елисеевич,100000000331,441500.9,221.67035,21375.023
333,Устинова Радим Демьянович,100000000332,253398.28,132.75745,15351.94
334,Назарова Ростислав Болеславовна,100000000333,529865.44,258.9551,23067.191
335,Николаева Глафира Тарасович,100000000334,403399.53,202.03358,18610.174
336,Муравьев Алексей Эдгарович,100000000335,341259.7,184.21935,20039.967
337,Владимирова Любосмысл Гавриилович,100000000336,551880.8,295.67206,29188.68
338,Туров Еремей Ильич,100000000337,519926.75,261.81836,27931.377
339,Орехова Исидор Измаилович,100000000338,586451.5,282.46918,27083.361
340,Шилов Эдуард Михайловна,100000000339,403218.6,200.33891,18610.174
341,Шарова Кирилл Анатольевна,100000000340,515909.16,253.3026,25831.396
342,Лебедев Софрон Геннадиевич,100000000341,593736.56,286.3574,27026.475
343,Романов Иларион Ниловна,100000000342,522117.56,248.82172,26933.031
344,Авдеев Селиван Анатольевна,100000000343,504476.47,257.5357,26719.525
345,Потапова Иларион Львовна,100000000344,383249.38,202.0569,20080.914
346,Селиверстов Анжела Натановна,100000000345,350478.72,170.62952,16429.533
347,Иванова Прохор Тимофеевна,100000000346,390194.4,197.70255,20711.191
348,Морозов Вадим Ерофеевич,100000000347,277442.28,157.70029,16297.449
349,Зуев Онуфрий Макаровна,100000000348,406738.62,192.42336,20978.402
350,Мартынов Лев Ильинична,100000000349,325653.38,184.1109,17213.611
351,Герасимова Модест Харламович,100000000350,387198.56,194.218,19750.074
352,Титова Тарас Изотович,100000000351,529324.2,253.51146,24823.793
353,Якушев Олимпиада Аркадьевна,100000000352,441504.7,229.82884,23752.11
354,Нестеров Милован Михайловна,100000000353,910053.4,418.5884,45678.312
355,Буров Касьян Ефремович,100000000354,578242.4,306.93646,32177.545
356,Овчинников Игнатий Валерианович,100000000355,587994.94,287.46463,29531.338
357,Абрамова Евдоким Жанович,100000000356,583230.6,278.08124,28839.438
358,Журавлев Октябрина Антоновна,100000000357,484699.88,222.04977,24328.49
359,Стрелкова София Львовна,100000000358,390433.28,211.41823,21654.645
360,Фомин Евдоким Григорьевич,100000000359,602850.25,305.37268,31026.379
361,Овчинникова Святополк Елизарович,100000000360,522117.56,248.82172,26933.031
362,Воронова Харитон Романовна,100000000361,517886.5,244.52783,24795.91
363,Богданова Эдуард Еремеевич,100000000362,420421.38,192.14075,21849.916
364,Медведев Евлампий Ерофеевич,100000000363,363349.7,186.6534,15550.753
365,Панов Мирослав Вячеславович,100000000364,390194.4,197.70255,20711.191
366,Елисеев Агафон Мироновна,100000000365,386756.2,193.0791,19561.441
367,Тарасова Владлен Елизарович,100000000366,406738.62,192.42336,20978.402
368,Тарасов Аполлинарий Афанасьевна,100000000367,441500.9,221.67035,21375.023
369,Логинов Ия Валерьянович,100000000368,303977.6,148.89738,13718.398
370,Петухова Прасковья Эдгардович,100000000369,519017.25,270.3164,26747.412
371,Ершов Агап Борисовна,100000000370,486008.2,224.22688,24328.49
372,Ермаков Рюрик Харлампович,100000000371,400597.6,194.61325,19676.123
373,Бобылев Матвей Гаврилович,100000000372,551880.8,295.67206,29188.68
374,Пестова Антонин Димитриевич,100000000373,464361.2,241.99016,25234.73
375,Лихачева Самсон Валентинович,100000000374,583230.6,278.08124,28839.438
376,Харитонова Артемий Трифонович,100000000375,441323.75,228.12006,23752.11
377,Иванова Афанасий Вадимовна,100000000376,441323.75,228.12006,23679.281
